(1603,2806)
(1845,2776)
(1919,1258)
(1980,2265)
(2040,2716)
(2567,2693)
(2790,2337)
(89,1396)
(119,1142)
(240,894)
(284,2582)
(390,676)
(434,120)
(436,2550)
(642,692)
(740,1952)
(839,2281)
(1032,1020)
(1228,283)
(1288,704)
(1588,314)
(1754,1530)
(1981,1410)
(2296,1945)
(2579,29)
(2580,2192)
(2731,2446)
(2745,2175)
(3014,1037)
(3208,2205)
(150,2657)
(179,895)
(214,561)
(317,2579)
(436,2581)
(581,200)
(855,344)
(868,2280)
(1129,2280)
(1199,27)
(1348,615)
(2166,44)
(2356,1936)
(2745,1770)
(2776,2025)
(3059,1649)
(298,973)
(418,314)
(496,2551)
(822,314)
(1154,232)
(1167,2746)
(1483,1043)
(1559,1665)
(1603,1641)
(1663,1171)
(2251,1470)
(2274,1996)
(2912,2295)
(2985,2699)
(3092,1560)
(3196,2138)
(3315,2446)
(3390,1724)
(145,1395)
(197,2578)
(435,706)
(450,1455)
(660,1815)
(674,108)
(742,2577)
(914,1935)
(1124,404)
(1447,2304)
(1573,1260)
(1648,2552)
(2508,2176)
(2551,1470)
(2597,2603)
(2671,1110)
(2816,2806)
(2818,1275)
(3214,1200)
(3344,1500)
(463,2586)
(495,1110)
(716,123)
(1890,2671)
(1964,2641)
(2356,2098)
(2477,2417)
(2746,2597)
(2971,1815)
(3360,1650)
(3375,1197)
(3405,1649)
(449,1538)
(504,199)
(568,2379)
(599,1125)
(2011,2355)
(2627,2686)
(2657,2445)
(2716,987)
(2746,1575)
(2805,2551)
(3136,2100)
(3150,1785)
(3164,2327)
(3239,1996)
(3375,2352)
(134,849)
(180,1936)
(349,2578)
(400,1504)
(550,222)
(584,2101)
(673,1845)
(1003,406)
(1378,615)
(1393,29)
(1454,374)
(1802,1090)
(2071,2010)
(2342,2394)
(2432,2607)
(2505,898)
(2864,1380)
(101,354)
(1424,2519)
(1981,223)
(3375,1560)
(61,421)
(167,266)
(167,364)
(328,928)
(372,2584)
(599,2401)
(1139,674)
(1995,2088)
(2011,2543)
(2447,2519)
(2957,1845)
(3452,1292)
(420,2011)
(2236,1995)
(2341,2773)
(2655,1740)
(2883,1111)
(3240,2593)
(3256,2222)
(3301,1182)
(71,1010)
(208,2367)
(225,1773)
(356,2340)
(392,94)
(479,1921)
(779,2385)
(1678,1201)
(1680,405)
(1738,1786)
(1846,2746)
(2535,1966)
(2912,2461)
(3186,2685)
(3254,2041)
(3285,2093)
(55,58)
(59,1330)
(89,1290)
(191,2550)
(688,1876)
(869,1921)
(899,2574)
(1290,2553)
(1620,1432)
(2760,934)
(3137,1380)
(3227,2622)
(714,26)
(762,930)
(929,1170)
(1049,329)
(1694,2521)
(1934,2633)
(1981,2777)
(267,2342)
(1266,29)
(1891,2730)
(3180,1560)
